word,frequency,example_sentence,reading,meaning,part_of_speech
ハナレバナレ,3,たしかに皆さんと離れ離れというのは、寂しいです。,,,
オヤドリ,3,少し離れましょう親鳥が警戒してしまうかもしれません。,,,
ジョウゲン,3,で編成人数の上限を増やしましょう。,,,
ニンシキ,3,だがお前たちを見て認識を改めた人にもいいやつはいるってな。,,,
ホカン,3,茨の塔に保管されていた古文書のいくつかは損失してしまったと。,,,
ウリ,3,このスキルがクラスの売りだクラスの特徴を把握して雇用してくれ。,,,
コマメ,3,だれが雇用できるかはこまめに確認してみな。,,,
スラッシュ,3,俺たち「ファイター」のスキル18「ガードスラッシュ」は。,2,1 〔斜線〕 a slash.,服飾
ショウシャ,3,敗者は勝者に従う、それが掟だあんたのために戦いてぇ。,,,
オキザリ,3,置き去りにされる側というのは実につらいものだ、なあトラィス。,,,
ルドン,3,この城塞都市バールバチモは鉄兜傭兵団長モルドン様のものだ。,,"Redon, Odilon (1840-1916; フランスの画家).",
シュウタイ,3,祖国であのような醜態を晒し合わせる顔もありません。,,,
レイジョウ,3,その面立ちゼクスヘルム家の令嬢ではないか。,,,
ゴウヨク,3,さっき渡した金で全部だ強欲なヤツめ。,,,
カンラク,3,まず大聖堂を陥落させるのだな。,,,
デカセギ,3,私は出稼ぎで故郷を離れていますが。,,,
シュウチャク,3,だのに私は過去に囚われ奴への仇討ちに執着していた。,,,
マネゴト,3,ついてきた皆には申し訳ないが私がやっているのは所詮兄の真似事。,,,
ゼンエイ,3,「ハンター」には18必中技があるんだあとは前衛を無視して後衛を狙えるぜ。,,,
ビンボウ,3,向かいの男は貧乏人をこき使ってぼろ儲けしてたのさ、いい気味だよ。,,,
アカツキ,3,闘技場でも言っていたが城を取り戻した暁には即位するだろう。,,,
ムカイ,3,向かいの男は貧乏人をこき使ってぼろ儲けしてたのさ、いい気味だよ。,,,
イエイ,3,18「イェイド」で攻撃をかわして前衛を維持できるんだ。,,,
トツニュウ,3,夜陰に乗じて突入する時間に遅れるな。,,,
イッシ,3,しかしゼノイラに荒らされた上に一矢報いることもできなかった。,,,
タカミ,3,相手の肉を切り刻めるほどの技術その高みに達してみせます。,,,
イッコク,3,こんなの一刻も早く止めさせないとな。,,,
ムゴイ,3,むごい本当に死者を。,,,
フロ,3,風呂まで覗かれたらさすがにな用があるなら声を掛けてくれ。,,,
キメツケル,3,人間との間に生まれた子だからと噂で決めつけてはだめだ。,,,
ヒゲキ,3,この戦いを終わらせます、二度とあのような悲劇を起こさぬように。,,,
トウセイ,3,解放軍はゼノイラ軍より規律や統制に乱れが少ないな。,,,
タビビト,3,黒爪盗賊団って連中が最近よく旅人を襲ってるらしい。,,,
アサハカ,3,ワシを差し出せば許されると思っておるのか浅はかな奴らめ。,,,
ウタガイ,3,謀反の疑いがもたれるだったか。,,,
キョウアク,3,お前が凶悪な形相でくっついてんのを見た連中、俺の背後霊だっつってたぞ。,,,
メイアン,3,マゼランを痛い目に遭わせるそれは名案だ。,,,
カケイ,3,貴方が巫女の家系であることを知らなかったとはいえ。,,,
シメッポイ,3,ふ、湿っぽい話しちまった昔のことだ、忘れてくんな。,,,
ローラン,3,ローランあの騎士はいったい何者なんだ。,,,
ロクナ,3,俺は一度この国を捨てたのだ王位を継いでもロクな事にはならん。,,,
スウセン,3,この樹は数千年に渡って魔力を蓄積しながら成長したもの。,,,
ショウズル,3,敵との戦いでは、常に危険が生じることを忘れてはなりません。,,,
カンジュク,3,完熟蜜リンゴが完売しましたありがとうございました。,,,
カンゲキ,3,アレイン殿下私は感激しております。,,,
キウルクッカ,3,あちらがキウルクッカの町です現在は黒爪盗賊団に支配されています。,,,
テヅクリ,3,んそういや、駐屯地でクロエも氷菓子を手作りしてたぜ。,,,
エイセイ,3,衛生兵にも見せずなぜ隠すのだ。,,,
カゾエル,3,荷物の細かい数まできっちり数えてくれて助かるよ。,,,
オッコトス,3,ああ、落っことしちまったのかそりゃ悪いことしたな。,,,
ヌギステル,3,この玉座とマントは私には大きすぎる今すぐ脱ぎ捨てて同行したいさ。,,,
ジュンイ,3,はい、また作戦で特に重要なのが行動の優先順位です。,,,
ロス,3,ロックウロスの町。,,"1 Ros, Edmundo (1910-　; ベネズエラの楽団指揮者).",
タテコモル,3,立てこもっていた敵部隊ですが説得に成功しました。,,,
コル,3,あんたら新しい傭兵団かなら頑張って「名声」を高めるこった。,,【登山】 〔山稜の鞍部〕 a col.,登山
フキン,3,ガラドミア戦後、正式に近衛隊の長として復帰しエルトリンデの傍で彼女を助けたたゆまぬ修練により、平穏な世にあっても弓の腕は衰えるどころかいっそう冴え渡りラウルハル城の矢狭間から遥か遠く国境付近のならず者を射貫いた、という逸話がまことしやかに噂されるほどだった。,,,
ヤスマル,3,数多の星々と比べれば、すべてが些細なことに思えて気が休まったわ。,,,
ケッショウ,3,転の結晶を触媒とすることで聖所の封印を超えて魂を呼び出し。,,,
チケイ,3,地形も複雑で攻略は困難に見えました。,,,
カレル,3,アタシも置いてかれないようにしないとね。,,"Carrel, Alexis (1873-1944; フランスの外科医・生物学者).",
カジツ,3,森の果実を使った酒の仕込みも再開しました。,,,
アロー,3,「アローカバー」で弓の攻撃から皆を守ってやる。,,,
カンガエコム,3,あ、ああすみませんつい考えこんでしまいました。,,,
チェーン,3,俺たちのスキル「キリングチェイン」は敵を撃破すると56が増える。,チェーン・ストークスこきゅう,【医】 Cheyne-Stokes respiration.,チェーン・ストークス呼吸
ササイ,3,数多の星々と比べれば、すべてが些細なことに思えて気が休まったわ。,,,
ゲスル,3,解せないが、ゼノイラ軍には獣人の部隊もいるようだ。,,,
ダゲキ,3,投石機は狙いを定めるのは難しいが密集した敵に大打撃を与えられる。,,,
エイチ,3,いかに長命と叡知を持つ我らといえども貧すれば鈍する。,,,
サンセイ,3,その点ちゃんと向き合おうとしてるゴービルにあたしは賛成かな。,,,
カカン,3,犬に跨って戦場を駆ける果敢なリスなんてカッコいいんでしょう。,,,
ヒルガエス,3,ゼノイラに反旗を翻して共に戦う御覚悟のようだ。,,,
ハイエツ,3,もう数か月も拝謁が叶わぬ。,,,
ウレエル,3,世の乱れを憂いて一心に祈りを捧げておられるのです。,,,
ツレカエル,3,こうなったら無理にでも連れ帰るしかなさそうね。,,,
テブクロ,3,これは、手袋。,,,
モチカケル,3,規模は大きくありませんが敵は同じつてを頼り共闘を持ちかけていました。,,,
コンイン,3,ァージニアの逃亡を助けたのも兄上と婚姻を結ばせるため。,,,
ワイド,3,「ワイドスマッシュ」体力が満杯だと威力が上がる。,2,1 〔幅が広いこと〕 〜な wide.,競馬
ナガレ,3,あの流れで仲間になるのを断られるとは思わなかったよ。,,,
シュウカク,3,いろいろと収穫がありましたそれでは偵察結果を報告します。,,,
メシモノ,3,メリザンド様の武具、お召し物の点検天幕とお食事の準備も完了。,,,
テンケン,3,メリザンド様の武具、お召し物の点検天幕とお食事の準備も完了。,,,
ウグ,3,うぐっちょっと張り切りすぎた。,,,
ハアハア,3,ハァハァ。,,,
カシン,3,体制に不満を持っていた者だけでなく信頼できる家臣からもだ。,カシン・ベックびょう,【医】 Kashin-Beck disease. ▶地方病性変形性骨関節炎 osteoarthritis deformans endemica ともいう.,カシン・ベック病
ミコム,3,よく来た、ワシの見込んだ客人よさあじっくりと商品を見ていってくれ。,,,
マーセナリー,3,私たち18「マーセナリー」は一撃の威力が自慢だ。,,,
ムラビト,3,村人の噂では、その者はゼノイラに通じている疑いが。,,,
ジョゲン,3,スカーレット様のご助言により私たちで教会は維持してまいります。,,,
シクジル,3,す、すまんしくじったいきなり襲われるなんてな。,,,
ナグル,3,お前のツラを殴れるいい機会だ。,,,
シャク,3,癪に障るがいい人選だぞアレイン。,,,
ジョウタツ,3,最近はより上達してきておりまして主からの評判も良いのです。,,,
セイリ,3,ゼノイラ軍が来たようだ先に斥候の情報を整理しよう。,,,
ヨッシャ,3,よっしゃ、さっそくカッコいいところを見せてやるぜ。,,,
ケッ,3,ケッ侮っているとひん剥かれて毛皮にされるぜ。,,,
ネコロブ,3,寝転んでたせいで土まみれだぜあんた、貴族なんじゃないの。,,,
キュウチ,3,だが、お前と再会した時は逆だった私はルノーと旧知であるのに。,,,
コッケイ,3,ふん、お前はその鼠に狩られる獅子ってわけだ、滑稽だぜ。,,,
ヨゾラ,3,夜空を、ゆっくり眺めたかったの。,,,
