sentence,cleaned_sentence
フェブリスの勇士たちよ… すべてのゼノイラ人に代わり感謝する。,フェブリスの勇士たちよすべてのゼノイラ人に代わり感謝する。
ありがとう… そしてさらばだ…アレイン…。,ありがとうそしてさらばだアレイン。
あれからどれだけの月日が 過ぎたのかはわかりませんが…。,あれからどれだけの月日が過ぎたのかはわかりませんが。
俺たちには やるべきことが残っている。,俺たちにはやるべきことが残っている。
いいや…ヴァルモアは所詮ただの人間 皇帝の魂に耐えきれずに消滅した。,いいやァルモアは所詮ただの人間皇帝の魂に耐えきれずに消滅した。
ヴァルモア家に代々伝わる ゼノイラの鎧…。,ァルモア家に代々伝わるゼノイラの鎧。
…ジョセフ 母上を安全な場所に。,ジョセフ母上を安全な場所に。
…イレニア女王、奮戦は認めるが それもここまで。,イレニア女王、奮戦は認めるがそれもここまで。
まだ…勝負はついていない！。,まだ勝負はついていない。
…グ…。,グ。
油断したな… ヴァルモアよ。,油断したなァルモアよ。
貴様…何者だ！。,貴様何者だ。
ハハハ… 無駄なことを…。,ハハハ無駄なことを。
我を殺せばお前が新たな器となる それだけのことだ。,我を殺せばお前が新たな器となるそれだけのことだ。
ワシはゼノイラの魔術師 バルトロ。,ワシはゼノイラの魔術師バルトロ。
体が… 言うことをきかぬ…。,体が言うことをきかぬ。
皇帝ガレリウスがその体 もらい受ける！。,皇帝ガレリウスがその体もらい受ける。
ガレリウスに そのような力があったとは…。,ガレリウスにそのような力があったとは。
…アレイン 立派になりましたね。,アレイン立派になりましたね。
その鎧にガレリウス陛下の魂を 繋ぎとめてきた者だ。,その鎧にガレリウス陛下の魂を繋ぎとめてきた者だ。
これはドラマデバッグでのみ表示されるダイアログです 契約の儀式で選択したことにしたいキャラクターを選んでください。,これはドラマデバッグでのみ表示されるダイアログです契約の儀式で選択したことにしたいキャラクターを選んでください。
これはドラマデバッグでのみ表示されるダイアログです 契約の儀式で選択したことにしたいキャラクターを選んでください。,これはドラマデバッグでのみ表示されるダイアログです契約の儀式で選択したことにしたいキャラクターを選んでください。
…なるほど、解放軍だったのか ゼノイラと事を構えていたのは。,なるほど、解放軍だったのかゼノイラと事を構えていたのは。
ふむ…とすれば これは好機か…。,ふむとすればこれは好機か。
もはやゼノイラに 潜り込んでいる必要もあるまい。,もはやゼノイラに潜り込んでいる必要もあるまい。
…ちょうど客人も来たことだ。,ちょうど客人も来たことだ。
解放軍との引き合わせでも 請うとしようか。,解放軍との引き合わせでも請うとしようか。
ドラケンガルド街道。,ドラケンガルド街道。
#s(0.95)#c(12)オクリース #s(0.75)￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣#/c#s(0.85) 戦後、騎士団を辞すると、剣を教典に持ちかえ パレヴィア正教の教えを説く使者として 縁の深いコルニアの教会に腰を落ち着けた  天使でありながら、人間に寄り添う彼女は コルニアの天使として厚い信頼を寄せられたが 悪を許さぬ厳しい姿勢は 剣を持たない今も健在だという。,オクリース戦後、騎士団を辞すると、剣を教典に持ちかえパレィア正教の教えを説く使者として縁の深いコルニアの教会に腰を落ち着けた天使でありながら、人間に寄り添う彼女はコルニアの天使として厚い信頼を寄せられたが悪を許さぬ厳しい姿勢は剣を持たない今も健在だという。
#s(0.95)#c(12)シャロン #s(0.75)￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣#/c#s(0.85) 戦後はコルニアの教会へ戻り 戦によって傷ついた人々を分け隔てなく癒した  司祭として訪れた町々でも親しまれ 付き添うオクリースとの仲睦まじい様子に 入信を望む声が次々と上がったという  後に教会には二人を象ったステンドグラスが 作られたそうだ。,シャロン戦後はコルニアの教会へ戻り戦によって傷ついた人々を分け隔てなく癒した司祭として訪れた町々でも親しまれ付き添うオクリースとの仲睦まじい様子に入信を望む声が次々と上がったという後に教会には二人を象ったステンドグラスが作られたそうだ。
#s(0.95)#c(12)レーニス #s(0.75)￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣#/c#s(0.85) 戦後はアルビオンの教会と信徒を守りながら 静かに暮らす  仲間思いの優しい彼女のもとへは 解放軍時代の戦友が訪れ、賑やかな晩餐を 楽しむことも多かったようだ  彼女自身も、時折スカーレットを訪ね 旧交を温めたという。,レーニス戦後はアルビオンの教会と信徒を守りながら静かに暮らす仲間思いの優しい彼女のもとへは解放軍時代の戦友が訪れ、賑やかな晩餐を楽しむことも多かったようだ彼女自身も、時折スカーレットを訪ね旧交を温めたという。
#s(0.95)#c(12)タチアナ #s(0.75)￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣#/c#s(0.85) 戦後、疫病の再流行に備え 医学の知見を得るべく世界中を旅する  信仰は病を救わないと正教会を遠ざけていたが 各地の教会にこそ、医術、看護、薬学が実践と ともに根付いていることに気づき、考えを改める  コルニアに戻ると、国王に招かれて研究を続け その成果は、後世の疫病対策の基盤となった。,タチアナ戦後、疫病の再流行に備え医学の知見を得るべく世界中を旅する信仰は病を救わないと正教会を遠ざけていたが各地の教会にこそ、医術、看護、薬学が実践とともに根付いていることに気づき、考えを改めるコルニアに戻ると、国王に招かれて研究を続けその成果は、後世の疫病対策の基盤となった。
